SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
647;7;0,10294118;5;0;0;23;
648;7;0,21875;4;0;0;0;
649;0;0,0;0;0;0;0;
650;0;0,0;0;0;0;0;
651;2;0,10526316;1;0;0;0;
652;8;0,2857143;0;7;0;6;
653;2;0,03773585;0;1;0;24;
654;0;0,0;0;0;0;0;
655;0;0,0;0;0;0;0;
656;0;0,0;0;0;0;2;
657;0;0,0;0;0;0;0;
658;1;0,125;0;0;1;0;
659;0;0,0;0;0;0;0;
660;7;0,18421052;7;0;0;1;
661;6;0,08571429;6;0;0;27;
662;0;0,0;0;0;0;2;
663;2;0,057142857;0;1;0;6;
664;0;0,0;0;0;0;0;
665;0;0,0;0;0;0;0;
666;0;0,0;0;0;0;0;
667;1;0,055555556;0;0;1;0;
668;25;0,30120483;17;0;0;34;
669;0;0,0;0;0;0;0;
670;0;0,0;0;0;0;0;
671;4;0,33333334;4;0;0;0;
672;2;0,048780486;0;1;0;22;
673;0;0,0;0;0;0;0;
674;0;0,0;0;0;0;0;
675;0;0,0;0;0;0;4;
676;3;0,15;0;2;0;0;
677;0;0,0;0;0;0;0;
678;0;0,0;0;0;0;0;
679;0;0,0;0;0;0;0;
680;0;0,0;0;0;0;0;
681;0;0,0;0;0;0;0;
682;0;0,0;0;0;0;0;
683;0;0,0;0;0;0;0;
684;0;0,0;0;0;0;2;
685;0;0,0;0;0;0;0;
686;3;0,1;0;2;0;13;
687;9;0,14516129;1;0;0;27;
688;2;0,08;0;0;2;0;
689;3;0,12;0;0;3;3;
690;0;0,0;0;0;0;0;
691;0;0,0;0;0;0;0;
692;0;0,0;0;0;0;0;
693;0;0,0;0;0;0;28;
694;11;0,26190478;11;0;0;15;
