SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
548;0;0,0;0;0;0;0;
549;0;0,0;0;0;0;0;
550;8;0,12698413;8;0;0;3;
551;0;0,0;0;0;0;0;
552;0;0,0;0;0;0;24;
553;14;0,5833333;14;0;0;0;
554;5;0,104166664;5;0;0;12;
555;15;0,2173913;15;0;0;4;
556;5;0,15151516;5;0;0;0;
557;3;0,15;3;0;0;0;
558;3;0,071428575;0;2;0;0;
559;0;0,0;0;0;0;0;
560;16;0,19512194;11;0;0;22;
561;0;0,0;0;0;0;16;
562;0;0,0;0;0;0;0;
563;0;0,0;0;0;0;0;
564;0;0,0;0;0;0;0;
565;0;0,0;0;0;0;4;
566;0;0,0;0;0;0;28;
567;0;0,0;0;0;0;0;
568;0;0,0;0;0;0;0;
569;0;0,0;0;0;0;5;
570;0;0,0;0;0;0;5;
571;2;0,048780486;2;0;0;8;
572;0;0,0;0;0;0;5;
573;0;0,0;0;0;0;8;
574;0;0,0;0;0;0;19;
575;2;0,029850746;2;0;0;28;
576;0;0,0;0;0;0;0;
577;2;0,2857143;0;2;0;0;
578;0;0,0;0;0;0;6;
579;0;0,0;0;0;0;0;
580;0;0,0;0;0;0;0;
581;0;0,0;0;0;0;0;
582;0;0,0;0;0;0;24;
583;7;0,11666667;7;0;0;20;
584;3;0,07317073;3;0;0;20;
585;6;0,08450704;6;0;0;28;
586;0;0,0;0;0;0;2;
587;0;0,0;0;0;0;11;
588;0;0,0;0;0;0;17;
589;10;0,18181819;10;0;0;25;
590;9;0,12162162;8;0;0;20;
591;0;0,0;0;0;0;11;
592;10;0,12987013;9;0;0;8;
593;0;0,0;0;0;0;0;
594;0;0,0;0;0;0;0;
595;0;0,0;0;0;0;11;
596;9;0,16981132;0;8;0;9;
597;0;0,0;0;0;0;1;
598;11;0,20754717;11;0;0;1;
599;5;0,3846154;5;0;0;0;
600;6;0,14285715;6;0;0;5;
601;5;0,10204082;5;0;0;3;
602;0;0,0;0;0;0;0;
